# StartTime = 10-06-2025 10:17:22.1798 PM
Time (sec), Vehicle speed (km/h), Acceleration (g), Total Fuel Economy (l/100 km), Engine Power (hp), Fuel Rate (l/hr), Total CO2 (kg), CO2 flow (g/s), Instant Fuel Economy (l/100 km), Instant CO2 rate (g/km), Mass air flow rate (g/s), Fuel/Air commanded equivalence ratio, Barometric pressure (psi), Support of intake manifold absolute pressure data, Intake manifold absolute pressure A (psi), Boost (psi), Engine RPM (RPM), Engine Torque (N•m), Latitude (deg), Longitude (deg)
46.849,96,0.22409976,27.608908,373.82977,103.208244,12.159426,67.30602,107.50851,2523.9758,227.75,0.769088,13.923623,1,33.29069,19.367071,4582.5,580.90735,44.010498,-78.945656
47.396,99,0.2177415,27.608908,373.82977,103.208244,12.159426,67.30602,107.50851,2523.9758,232.83,0.778848,13.923623,1,33.272564,19.34894,4690.75,553.655,44.010498,-78.945656
47.616,101,0.1853184,27.65059,364.70865,100.690056,12.184508,65.66381,101.70705,2387.7751,121.22,0.763232,14.068661,1,14.435787,0.36712676,4737.75,281.81757,44.010498,-78.945656
48.025,102,0.10817645,27.665503,187.5015,51.766075,12.19819,33.758625,51.2535,1203.2778,52.86,0.94672,14.213698,1,7.333471,-6.8802276,4750.25,125.075645,44.010498,-78.945656
48.413,102,0.035606608,27.66218,83.43606,23.03532,12.204041,15.022208,22.583632,530.1956,62.44,0.999424,14.213698,1,5.4117208,-8.801978,4710,120.126564,44.010498,-78.945656
48.806,102,1.754175E-16,27.658276,79.4556,21.936382,12.209328,14.30555,21.50624,504.90173,47.66,0.999424,14.213698,1,4.899556,-9.314142,4340,94.26124,44.010498,-78.945656
49.201,102,1.754175E-16,27.651018,57.449657,15.860904,12.213367,10.343498,15.549894,365.06467,34.99,0.999424,14.213698,1,4.49617,-9.717528,3796.5,79.109634,44.010498,-78.945656
49.601,101,-0.035046406,27.64084,42.177162,11.64442,12.216553,7.5937686,11.416089,268.01538,37.19,0.999424,14.213698,1,4.931283,-9.282415,3751.75,85.08659,44.010498,-78.945656
49.983,99,-0.10948883,27.631565,44.829056,12.376564,12.219806,8.071228,12.254014,287.68732,32.21,0.999424,14.358736,1,4.5958834,-9.762853,3700.25,74.71856,44.010498,-78.945656
50.370,98,-0.112369776,27.622229,38.82613,10.719255,12.22246,6.990434,10.827523,254.1976,17.25,0.999424,14.358736,1,4.5958834,-9.762853,3636.75,40.71407,44.010498,-78.945656
50.741,97,-0.07600981,27.610489,20.793255,5.7406754,12.223852,3.743713,5.8578277,137.52414,15.59,0.999424,14.358736,1,4.414586,-9.94415,3576.5,37.415947,44.010498,-78.945656
51.126,95,-0.11358347,27.598734,18.792282,5.1882396,12.225139,3.3834484,5.3486967,125.57127,14.42,0.999424,14.358736,1,4.042927,-10.315809,3532.25,35.0415,44.010498,-78.945656
51.499,94,-0.11166427,27.586878,17.381956,4.798872,12.226297,3.1295269,5.0514402,118.5926,13.43,0.999424,14.358736,1,3.8797596,-10.478976,3477.5,33.149555,44.010498,-78.945656
51.886,93,-0.07410967,27.574514,16.188604,4.469407,12.227435,2.9146702,4.754685,111.62567,13.05,0.999424,14.358736,1,3.770981,-10.587755,3418,32.772327,44.010498,-78.945656
52.257,91,-0.11040392,27.562847,15.73055,4.342946,12.228498,2.8322,4.669831,109.63355,12.65,0.999424,14.358736,1,3.6712677,-10.687469,3374.75,32.174942,44.010498,-78.945656
52.640,90,-0.110287115,27.550869,15.248387,4.209829,12.229573,2.7453895,4.626182,108.60881,12.04,0.999424,14.358736,1,3.589684,-10.769052,3327.5,31.058271,44.010498,-78.945656
53.015,89,-0.07694929,27.539448,14.51309,4.006825,12.230553,2.613003,4.4520245,104.52012,11.88,0.999424,14.358736,1,3.5398273,-10.818909,3295.75,30.940763,44.010498,-78.945656
53.405,88,-0.07694882,27.528507,14.320225,3.9535782,12.231477,2.5782788,4.4422193,104.289925,11.31,0.999424,14.358736,1,3.4718409,-10.886895,3264,29.742762,44.010498,-78.945656
53.809,87,-0.07138202,27.517365,13.633143,3.7638865,12.232436,2.4545734,4.2771406,100.41437,11.52,0.999424,14.358736,1,3.4174516,-10.941284,3232.5,30.590233,44.010498,-78.945656
54.222,86,-0.06748722,27.504824,13.886278,3.833773,12.233446,2.500149,4.4066324,103.454445,11.12,0.999424,14.358736,1,3.4038544,-10.954882,3205.5,29.776789,44.010498,-78.945656
54.633,85,-0.06767734,27.492744,13.404117,3.7006557,12.234507,2.4133384,4.303085,101.02347,10.78,0.999424,14.358736,1,3.3086734,-11.050062,3200.25,28.913702,44.010498,-78.945656
55.024,85,-0.033743016,27.480495,12.994278,3.5875063,12.235447,2.3395493,4.2205925,99.08679,15.04,0.999424,14.358736,1,4.4191184,-9.939617,3209.75,40.220314,44.010498,-78.945656
55.405,84,-0.037687536,27.470055,18.129309,5.0052032,12.236712,3.2640836,5.88847,138.24353,17.41,0.999424,14.358736,1,5.008334,-9.350402,3198.75,46.71833,44.010498,-78.945656
55.803,84,-0.037687536,27.460548,20.98612,5.7939224,12.238129,3.7784371,6.8975215,161.93301,18.56,0.999424,14.358736,1,4.677467,-9.681269,3176.75,50.149174,44.010498,-78.945656
56.192,84,1.6975888E-16,27.451405,22.372337,6.176634,12.2396965,4.028018,7.3531303,172.62933,16.09,0.999424,14.358736,1,4.2876782,-10.071058,3168.25,43.591866,44.010498,-78.945656
56.575,84,1.6975888E-16,27.440453,19.394985,5.3546357,12.241114,3.4919617,6.374562,149.6555,15.3,0.999424,14.358736,1,4.0066676,-10.352069,3147.75,41.72151,44.010498,-78.945656
56.961,83,-0.039437193,27.430182,18.442715,5.0917296,12.242406,3.3205104,6.0615783,142.30759,13.64,0.999424,14.358736,1,3.6395407,-10.719195,3117.75,37.552765,44.010498,-78.945656
57.333,83,-0.039437193,27.420635,16.44174,4.539294,12.243473,2.9602458,5.469024,128.39621,11.42,0.999424,14.358736,1,3.263349,-11.0953865,3091.5,31.70777,44.010498,-78.945656
57.750,82,-0.035937805,27.409937,13.765738,3.8004935,12.244497,2.4784465,4.5789046,107.49888,11.68,0.999424,14.358736,1,3.3404005,-11.018335,3076.5,32.58778,44.010498,-78.945656
58.122,82,-0.035937805,27.39911,14.079144,3.8870196,12.245433,2.5348732,4.7402644,111.287125,11.01,0.999424,14.358736,1,3.3539977,-11.004739,3056.25,30.92198,44.010498,-78.945656
58.514,81,-0.037690807,27.388235,13.271522,3.6640484,12.246447,2.3894653,4.4683485,104.90336,10.98,0.999424,14.358736,1,3.2225573,-11.136179,3069.25,30.707108,44.010498,-78.945656
58.873,81,-0.037690807,27.377975,13.235359,3.6540647,12.247292,2.3829546,4.5111876,105.909096,13.74,0.999424,14.358736,1,4.296743,-10.061993,3070,38.416447,44.010498,-78.945656
59.232,81,1.6975888E-16,27.368748,16.56228,4.5725727,12.248367,2.9819486,5.6451473,132.53105,23.27,0.999424,14.358736,1,8.004271,-6.354466,3136,63.69263,44.010498,-78.945656
59.599,81,1.6975888E-16,27.361189,28.0498,7.744088,12.250184,5.0502143,9.5605955,224.45396,34.69,0.999424,14.358736,1,9.717528,-4.6412077,3100.5,96.03763,44.010498,-78.945656
59.982,82,0.0349781,27.355612,41.81554,11.544581,12.2529,7.528661,14.25256,334.60715,42.9,0.999424,14.358736,1,10.755455,-3.6032813,3104.75,118.60404,44.010498,-78.945656
60.381,82,0.0349781,27.351192,51.71192,14.276811,12.256842,9.310451,17.410732,408.7515,47.54,0.999424,14.358736,1,10.9866085,-3.3721273,3127.25,130.48645,44.010498,-78.945656
60.747,83,0.037547678,27.347149,57.305008,15.820969,12.260508,10.317455,19.29385,452.96146,48.69,0.999424,14.213698,1,10.9866085,-3.2270896,3163.25,132.122,44.010498,-78.945656
61.144,84,0.07548084,27.343895,58.691223,16.20368,12.264629,10.567037,19.522491,458.32928,50.05,0.999424,14.213698,1,11.263087,-2.9506116,3200,134.25267,44.010498,-78.945656
61.521,84,0.037933163,27.34062,60.330578,16.656279,12.26875,10.862193,19.828888,465.52255,53.94,0.999424,14.213698,1,11.457981,-2.755717,3149.25,147.01872,44.010498,-78.945656
61.902,84,1.754175E-16,27.337162,65.01961,17.950842,12.273263,11.706428,21.370035,501.704,52.11,0.999424,14.358736,1,11.235892,-3.1228437,2685,166.58873,44.010498,-78.945656
62.286,85,0.03797386,27.334429,62.813713,17.341831,12.27768,11.309268,20.645023,484.68292,41.31,0.999424,14.358736,1,11.51237,-2.8463657,2445.25,145.01094,44.010498,-78.945656
62.652,85,0.03797386,27.329037,49.795326,13.74767,12.280907,8.965379,16.173717,379.71014,43.53,0.999424,14.358736,1,12.101586,-2.2571497,2440.5,153.10124,44.010498,-78.945656
63.034,86,0.037757583,27.324272,52.47133,14.48647,12.284451,9.447178,17.042892,400.11575,42.94,0.999424,14.358736,1,11.639278,-2.7194576,2451.5,150.34846,44.010498,-78.945656
63.409,86,0.037757583,27.319273,51.76014,14.290122,12.287949,9.319132,16.61641,390.1032,43,0.999424,14.358736,1,11.689136,-2.669601,2461.5,149.94688,44.010498,-78.945656
63.799,87,0.039850093,27.313711,51.832462,14.31009,12.291724,9.332153,16.639627,390.6483,42.79,0.999424,14.358736,1,11.757122,-2.6016145,2469.75,148.71616,44.010498,-78.945656
64.181,87,0.039850093,27.309214,51.579327,14.240203,12.295205,9.286578,16.368038,384.2722,42.81,0.999424,14.358736,1,11.707265,-2.6514711,2488.75,147.64978,44.010498,-78.945656
64.564,88,0.03601883,27.30349,51.603436,14.246859,12.298683,9.290918,16.375689,384.4518,43.29,0.999424,14.358736,1,11.525968,-2.8327682,2505,148.33673,44.010498,-78.945656
64.954,88,0.03601883,27.29797,52.18203,14.4066,12.302355,9.395091,16.371124,384.34464,45.47,0.999424,14.358736,1,11.974678,-2.3840578,2517.75,155.01767,44.010498,-78.945656
65.329,88,1.754175E-16,27.293201,54.80982,15.132088,12.306061,9.86821,17.195541,403.6995,46.19,0.999424,14.358736,1,12.33274,-2.025996,2124.25,186.64278,44.010498,-78.945656
65.744,89,0.037737846,27.288832,55.677708,15.371698,12.310157,10.024469,17.467827,410.09192,40.28,0.999424,14.358736,1,13.415991,-0.94274527,2019.5,171.20421,44.010498,-78.945656
66.132,89,0.037737846,27.282846,48.55376,13.404893,12.313397,8.74184,15.0616665,353.60254,41.8,0.999424,14.358736,1,13.415991,-0.94274527,2018.75,177.73076,44.010498,-78.945656
66.523,90,0.03485814,27.276241,50.385975,13.910738,12.317068,9.071721,15.630032,366.94604,40.53,0.999424,14.358736,1,11.326541,-3.032195,2010.5,173.03795,44.010498,-78.945656
66.922,90,0.03485814,27.26975,48.85511,13.488091,12.320639,8.796098,14.986757,351.8439,18.49,0.999424,14.358736,1,7.2881465,-7.0705895,2028,78.259636,44.010498,-78.945656
67.293,90,1.754175E-16,27.259901,22.28796,6.1533384,12.322136,4.012826,6.8370376,160.51305,11.01,0.999424,14.358736,1,3.69393,-10.664806,1992,47.44242,44.010498,-78.945656
67.698,89,-0.03772188,27.248264,13.271522,3.6640484,12.323103,2.3894653,4.071162,95.57861,7.33,0.999424,14.358736,1,4.47804,-9.880696,1974.25,31.869164,44.010498,-78.945656
68.081,89,-0.03772188,27.236412,8.835627,2.439371,12.323676,1.5908066,2.7408643,64.34724,5.6,0.999424,14.358736,1,3.6123462,-10.74639,1970,24.400045,44.010498,-78.945656
68.495,88,-0.0336894,27.223331,6.750274,1.8636396,12.324174,1.2153503,2.0939755,49.160236,6.33,0.999424,14.358736,1,3.7120595,-10.646676,1950.5,27.856503,44.010498,-78.945656
68.906,88,-0.0336894,27.210106,7.630221,2.1065784,12.324748,1.3737798,2.3938372,56.200085,5.05,0.999424,14.358736,1,3.5307624,-10.827973,1939.75,22.346754,44.010498,-78.945656
69.303,87,-0.034888025,27.197193,6.087301,1.6806035,12.325206,1.0959855,1.9097754,44.83577,5.02,0.999424,14.358736,1,3.5624895,-10.796247,1926.75,22.363882,44.010498,-78.945656
69.692,87,-0.034888025,27.184319,6.051139,1.6706197,12.32563,1.0894747,1.9202511,45.08171,5.14,0.999424,14.358736,1,3.4491787,-10.909557,1913.5,23.057037,44.010498,-78.945656
70.069,86,-0.036245782,27.17252,6.1957874,1.710555,12.326049,1.1155179,1.9661536,46.159363,5.53,0.999424,14.358736,1,3.4491787,-10.909557,1903.5,24.936821,44.010498,-78.945656
70.450,85,-0.0740267,27.160435,6.665896,1.8403441,12.326517,1.2001584,2.1399333,50.23919,5.18,0.999424,14.358736,1,3.5488923,-10.809844,1892.25,23.497416,44.010498,-78.945656
70.833,85,-0.03778092,27.14894,6.244004,1.7238666,12.32694,1.124199,2.028077,47.613132,5.6,0.999424,14.358736,1,3.4673085,-10.891428,1876,25.62265,44.010498,-78.945656
71.374,84,-0.035803,27.137274,6.750274,1.8636396,12.32743,1.2153503,2.1925156,51.473656,5.11,0.999424,14.358736,1,3.7936432,-10.565093,1868,23.480799,44.010498,-78.945656
71.752,84,-0.035803,27.125257,6.1596255,1.7005712,12.327847,1.1090071,2.024488,47.528877,9.26,0.999424,14.358736,1,6.8620977,-7.4966383,1887.25,42.116318,44.010498,-78.945656
72.273,83,-0.0362941,27.106634,11.162061,3.0816612,12.329171,2.0096684,3.6686416,86.12865,11.69,0.999424,14.358736,1,7.822973,-6.5357633,1900.25,52.804703,44.010498,-78.945656
72.691,83,-0.0362941,27.09636,14.091198,3.8903477,12.330218,2.5370436,4.6871624,110.04044,12.73,0.999424,14.358736,1,8.530032,-5.828704,1904,57.389217,44.010498,-78.945656
73.079,83,1.754175E-16,27.086063,15.34482,4.236452,12.331258,2.7627516,5.1041555,119.830185,12.98,0.999424,14.358736,1,9.14191,-5.216826,1881.75,59.208168,44.010498,-78.945656
73.476,83,1.754175E-16,27.075615,15.646172,4.31965,12.332435,2.8170083,5.2043943,122.18349,13.03,0.999424,14.358736,1,10.089188,-4.2695484,1862.75,60.04249,44.010498,-78.945656
73.855,82,-0.037693158,27.064983,15.706442,4.33629,12.333522,2.8278596,5.224442,122.65415,14.23,0.999424,14.358736,1,10.107317,-4.2514186,1841.25,66.33779,44.010498,-78.945656
74.238,82,-0.037693158,27.0556,17.15293,4.7356415,12.33468,3.088292,5.775168,135.58354,14.4,0.999424,14.358736,1,10.46538,-3.8933568,1845.25,66.98478,44.010498,-78.945656
74.628,82,1.754175E-16,27.046257,17.35785,4.7922163,12.33585,3.1251864,5.8441615,137.20331,14.31,0.999424,14.358736,1,12.591088,-1.7676474,1897.25,64.74168,44.010498,-78.945656
75.012,83,0.03484668,27.036566,17.249361,4.7622647,12.337062,3.105654,5.807636,136.34578,22.01,0.999424,14.358736,1,13.411458,-0.9472777,1857.5,101.70916,44.010498,-78.945656
75.408,83,0.03484668,27.027784,26.530989,7.324769,12.338998,4.7767606,8.825017,207.1848,27.38,0.999424,14.358736,1,14.408593,0.049856722,1883.25,124.794174,44.010498,-78.945656
75.783,83,1.754175E-16,27.020681,33.00402,9.111866,12.341226,5.9421945,10.978144,257.73373,43.06,0.999424,14.358736,1,15.052197,0.69346166,1894.25,195.1217,44.010498,-78.945656
76.174,84,0.03763524,27.016573,51.90479,14.330057,12.345036,9.345175,17.265116,405.33292,54.17,0.999424,14.358736,1,17.028337,2.669601,1909.75,243.4732,44.010498,-78.945656
76.540,84,0.03763524,27.013577,65.29685,18.027386,12.349233,11.756343,21.461157,503.8433,59.26,0.999424,14.358736,1,17.943888,3.5851517,1917.25,265.30887,44.010498,-78.945656
76.934,85,0.037666842,27.012003,71.432365,19.7213,12.354049,12.86101,23.47772,551.18616,58.38,0.999424,14.358736,1,18.057198,3.6984622,1919.25,261.0967,44.010498,-78.945656
77.320,86,0.07137282,27.01052,70.37161,19.428442,12.358998,12.670026,22.856974,536.61285,56.47,0.999424,14.358736,1,17.268557,2.9098196,1939.5,249.9176,44.010498,-78.945656
77.722,86,0.033705976,27.007463,68.06928,18.792809,12.363962,12.255505,21.852087,513.0211,54.14,0.999424,14.358736,1,16.833443,2.4747064,1953.75,237.85818,44.006824,-78.94408
78.123,87,0.035863757,27.005465,65.26069,18.0174,12.368728,11.749832,20.95045,491.85345,54.75,0.999424,14.358736,1,16.760923,2.4021876,1960.75,239.67941,44.003315,-78.94257
78.493,87,0.035863757,27.001743,65.99599,18.220406,12.373071,11.882219,20.942978,491.678,53.27,0.999424,14.358736,1,16.824377,2.4656415,1979.25,231.02069,44.003136,-78.9425
78.904,88,0.037415534,26.998423,64.21198,17.72787,12.3776865,11.561019,20.376848,478.387,53.41,0.999424,14.358736,1,16.280485,1.9217501,1998.25,229.42546,44.003136,-78.9425
79.281,89,0.07149017,26.99526,64.380745,17.774462,12.382098,11.591403,20.198238,474.19376,53.53,0.999424,14.358736,1,16.543367,2.1846309,1995.75,230.22896,44.002777,-78.942345
79.698,89,0.034074638,26.99154,64.52539,17.814398,12.386901,11.617446,20.016163,469.91916,53.08,0.999424,14.358736,1,16.312214,1.953477,2006,227.12703,44.002777,-78.942345
80.088,90,0.03367213,26.98854,63.982956,17.66464,12.391398,11.519784,19.847897,465.96878,52.87,0.999424,14.358736,1,15.922424,1.5636882,2013.5,225.38579,44.002777,-78.942345
80.504,90,0.03367213,26.984537,63.72982,17.594755,12.396219,11.474209,19.549713,458.96832,52.66,0.999424,14.358736,1,15.827243,1.468507,2040.75,221.49295,44.002777,-78.942345
80.884,91,0.036551125,26.980143,63.47669,17.524868,12.400675,11.428633,19.472061,457.14532,55.14,0.999424,14.358736,1,16.856104,2.4973686,2048.75,231.01843,44.002777,-78.942345
81.277,92,0.0735435,26.976948,66.466095,18.350195,12.405408,11.966859,20.165033,473.4142,58.09,0.999424,14.358736,1,16.575094,2.216358,2065.5,241.40431,44.00241,-78.942184
81.681,92,0.036992367,26.9742,70.02204,19.331932,12.410337,12.607088,21.012955,493.32086,56.14,0.999424,14.358736,1,14.209166,-0.14957017,2082.75,231.36844,44.00241,-78.942184
82.068,93,0.03369919,26.971369,67.6715,18.682987,12.415198,12.183887,20.307579,476.76077,45.88,0.999424,14.358736,1,14.05053,-0.3082052,2078,189.51636,44.00241,-78.942184
82.459,93,0.03369919,26.96487,55.30403,15.268533,12.419079,9.9571905,16.417765,385.43964,28.91,0.999424,14.358736,1,9.604218,-4.7545185,2084.5,119.04607,44.00241,-78.942184
82.845,93,1.8107614E-16,26.956993,34.84829,9.621039,12.421573,6.2742457,10.345196,242.87402,11.73,0.999424,14.358736,1,6.0371957,-8.32154,2104.5,47.84295,44.00241,-78.942184
83.224,92,-0.03647135,26.945196,14.139414,3.9036593,12.422548,2.5457246,4.19748,98.54418,17.24,0.999424,14.358736,1,7.832038,-6.526698,2122.5,69.72017,44.001846,-78.94194
83.629,92,-0.03647135,26.934633,20.781202,5.7373476,12.423952,3.7415426,6.236243,146.40819,22.81,0.999424,14.358736,1,9.90789,-4.4508457,2100,93.23411,44.001846,-78.94194
84.021,92,1.8107614E-16,26.926052,27.495314,7.5910034,12.425827,4.9503818,8.251084,193.7106,18.89,0.999424,14.358736,1,8.566292,-5.7924447,2062.75,78.60573,44.001846,-78.94194
84.439,92,1.8107614E-16,26.913761,22.770123,6.2864556,12.427659,4.099637,6.833099,160.42056,18.07,0.999424,14.358736,1,12.763321,-1.5954151,2106.5,73.63182,44.001846,-78.94194
84.838,92,1.8107614E-16,26.903963,21.781689,6.0135655,12.429198,3.9216747,6.5364795,153.45683,35.82,0.999424,14.358736,1,14.313412,-0.045324292,2091.25,147.02408,44.001846,-78.94194
85.219,93,0.03631196,26.896345,43.177647,11.920637,12.432208,7.773901,12.957205,304.19614,47.41,0.999424,14.358736,1,16.34394,1.985204,2142.5,189.94067,44.00147,-78.94178
85.623,93,0.03631196,26.891275,57.148304,15.777706,12.436223,10.289242,16.965263,398.29324,57.45,0.999424,14.358736,1,16.747326,2.3885903,2092.25,235.69225,44.00147,-78.94178
85.998,93,1.8107614E-16,26.888151,69.25058,19.118946,12.440875,12.468191,20.557991,482.63968,67.42,0.999424,14.213698,1,20.232765,6.0190663,2098.75,275.73816,44.00147,-78.94178
86.403,94,0.03751595,26.88667,81.26848,22.43689,12.447033,14.631948,24.12567,566.398,88.74,0.999424,14.213698,1,23.110857,8.897159,2116.5,359.89017,44.001274,-78.941696
86.785,95,0.074069284,26.889423,106.96774,29.532032,12.454529,19.25896,31.417032,737.5772,80.42,0.999424,14.213698,1,21.587961,7.3742623,2145.5,321.7395,44.001274,-78.941696
87.177,96,0.071460806,26.889637,96.93876,26.763195,12.46108,17.453297,28.171764,661.3881,77.94,0.999424,14.213698,1,21.47465,7.2609515,2161.75,309.47372,44.001274,-78.941696
87.582,96,0.034907475,26.889675,93.949356,25.93787,12.467925,16.915071,27.018595,634.3152,78.4,0.999424,14.213698,1,18.777855,4.5641565,2151,312.85602,44.001274,-78.941696
87.955,97,0.03306557,26.889826,94.50384,26.090954,12.474316,17.014904,27.178057,638.0589,63.17,0.999424,14.358736,1,9.549829,-4.8089075,2185,248.158,44.001274,-78.941696
88.399,97,0.03306557,26.886518,76.14551,21.02252,12.480063,13.709585,21.672686,508.80933,41.6,0.999424,14.358736,1,5.4842396,-8.874496,2177.25,164.00378,44.000694,-78.94145
88.782,96,-0.03244016,26.880398,50.144894,13.84418,12.483727,9.0283165,14.27234,335.07153,31.34,0.999424,14.358736,1,4.4508457,-9.90789,2152.5,124.97544,44.000694,-78.94145
89.193,96,-0.03244016,26.87073,37.777428,10.429726,12.486579,6.801621,10.864289,255.06078,24.92,0.999424,14.358736,1,3.5171652,-10.841571,2113.25,101.219925,44.000504,-78.94137
89.583,95,-0.034699924,26.861574,30.038721,8.293196,12.488609,5.4083085,8.63874,202.81157,21.4,0.999424,14.358736,1,3.4401138,-10.918622,2135.25,86.026825,44.000504,-78.94137
89.974,95,-0.034699924,26.851027,25.79569,7.1217656,12.490493,4.6443744,7.4965897,175.99733,9.03,0.999424,14.358736,1,4.781713,-9.5770235,2124.5,36.483784,44.000504,-78.94137
90.380,95,1.8107614E-16,26.83885,10.884817,3.0051188,12.491255,1.9597523,3.1632807,74.2643,12.03,0.999424,14.358736,1,7.233757,-7.124979,2159.5,47.816883,44.0003,-78.941284
90.765,94,-0.033613294,26.82762,14.501036,4.003497,12.492252,2.6108327,4.2142043,98.93682,12.53,0.999424,14.358736,1,8.239957,-6.1187797,2148.5,50.059277,44.0003,-78.941284
91.160,94,-0.033613294,26.815172,15.103739,4.1698937,12.49338,2.719346,4.4360538,104.14517,13.38,0.999424,14.358736,1,8.697732,-5.661004,2133,53.8436,44.0003,-78.941284
91.557,94,1.8107614E-16,26.803913,16.128334,4.4527674,12.494559,2.903819,4.7369833,111.21009,17.44,0.999424,14.358736,1,10.710131,-3.6486056,2094.25,71.48037,44.0003,-78.941284
91.940,94,1.8107614E-16,26.793245,21.022284,5.803906,12.495978,3.7849479,6.1743636,144.95544,15.29,0.999424,14.358736,1,11.004739,-3.3539977,2087.5,62.870926,44.0003,-78.941284
92.319,93,-0.036345605,26.782722,18.43066,5.088402,12.497239,3.3183403,5.4131894,127.08537,15.24,0.999424,14.358736,1,9.481842,-4.876894,2071,63.164597,43.999912,-78.94112
92.697,93,-0.036345605,26.771896,18.37039,5.071762,12.498512,3.307489,5.4535036,128.03183,8.77,0.999424,14.358736,1,5.742588,-8.616148,2070.5,36.357433,43.999912,-78.94112
93.098,92,-0.036024015,26.760395,10.571412,2.9185927,12.499238,1.9033253,3.1382694,73.67711,7.79,0.999424,14.358736,1,4.468975,-9.889761,2053.5,32.56204,43.99953,-78.94095
93.505,92,-0.036024015,26.74839,9.390114,2.5924559,12.499938,1.690639,2.8178847,66.15544,6.64,0.999424,14.358736,1,3.8480325,-10.510703,2032.75,28.038382,43.99953,-78.94095
93.881,91,-0.033547487,26.735788,8.003897,2.209744,12.500477,1.4410582,2.4018939,56.389233,7.39,0.999424,14.358736,1,3.8253703,-10.533365,2014,31.495886,43.99953,-78.94095
94.295,90,-0.07326816,26.722918,8.907951,2.4593387,12.501152,1.6038283,2.702568,63.44815,6.83,0.999424,14.358736,1,3.7936432,-10.565093,2002.75,29.272701,43.99953,-78.94095
94.673,90,-0.03972067,26.71218,8.2329235,2.2729747,12.501717,1.4822932,2.5255256,59.29173,6.38,0.999424,14.358736,1,3.875227,-10.483509,1980,27.658226,43.99953,-78.94095
95.045,89,-0.037550386,26.69969,7.690491,2.123218,12.502247,1.3846312,2.3591292,55.385246,6.23,0.999424,14.358736,1,3.8525648,-10.506171,1970.75,27.13472,43.99953,-78.94095
95.412,88,-0.077008374,26.688301,7.5096803,2.073299,12.502754,1.3520771,2.3295476,54.69076,6.28,0.999424,14.358736,1,3.8525648,-10.506171,1952.75,27.604624,43.999157,-78.94079
95.795,88,-0.039457988,26.677626,7.5699506,2.0899386,12.503246,1.3629285,2.3749285,55.756165,3.92,0.999424,14.358736,1,3.2134924,-11.145244,1939,17.353102,43.999157,-78.94079
96.185,87,-0.034664396,26.666546,4.725192,1.3045477,12.503553,0.85074514,1.4824395,34.80321,4.77,0.999424,14.358736,1,3.35853,-11.000206,1938.75,21.118614,43.998966,-78.940704
96.573,87,-0.034664396,26.654259,5.7497873,1.5874215,12.503969,1.035218,1.8246211,42.836605,5.29,0.999424,14.358736,1,3.2452195,-11.113517,1927,23.563663,43.998966,-78.940704
96.964,86,-0.037828423,26.641893,6.3765984,1.7604738,12.504451,1.1480719,2.0235317,47.506424,5.77,0.999424,14.358736,1,3.589684,-10.769052,1920.75,25.785397,43.998966,-78.940704
97.331,86,-0.037828423,26.630985,6.9551935,1.9202144,12.504922,1.2522448,2.2328057,52.419548,8.28,0.999424,14.358736,1,5.3890586,-8.969678,1928.25,36.858345,43.998623,-78.94056
97.714,86,1.754175E-16,26.620907,9.9807625,2.7555242,12.505568,1.7969822,3.2040956,75.22251,12.34,0.999424,14.358736,1,7.3969245,-6.9618115,1964.5,53.917778,43.998623,-78.94056
98.090,85,-0.03618048,26.611078,14.874712,4.1066628,12.506612,2.678111,4.775186,112.10697,15.99,0.999424,14.358736,1,11.607552,-2.7511847,1988.5,69.02267,43.99844,-78.94048
98.456,86,0.0037491268,26.601572,19.274445,5.321357,12.5079155,3.470259,6.260415,146.97568,18.77,0.999424,14.358736,1,13.207499,-1.151237,1933.75,83.31684,43.99844,-78.94048
98.832,85,0.00062758656,26.593437,22.625473,6.2465205,12.509378,4.0735936,7.2633905,170.52252,22.63,0.999424,14.358736,1,13.941752,-0.4169835,1935.5,100.3599,43.99844,-78.94048
99.208,85,-0.03930202,26.586079,27.278341,7.5311007,12.511226,4.9113173,8.860112,208.00873,28.73,0.999424,14.358736,1,13.846572,-0.51216453,1932,127.643105,43.99826,-78.94041
99.583,86,0.0376858,26.578829,34.631317,9.561136,12.513567,6.235181,11.248387,264.07825,34.76,0.999424,14.358736,1,14.073193,-0.28554305,1924,155.07562,43.99826,-78.94041
99.950,86,0.0376858,26.572947,41.899918,11.567877,12.5163965,7.543853,13.45101,315.78918,36.08,0.999424,14.358736,1,14.621617,0.2628809,1934.25,160.11159,43.99826,-78.94041
100.332,86,1.754175E-16,26.567316,43.491055,12.007164,12.51933,7.830328,13.961808,327.78116,36.36,0.999424,14.358736,1,14.458449,0.099713445,1932.5,161.50026,43.99809,-78.94033
100.710,86,1.754175E-16,26.562267,43.828568,12.100346,12.522332,7.8910956,14.070159,330.32492,30.11,0.999424,14.358736,1,12.971812,-1.3869233,1928.25,134.0344,43.99809,-78.94033
101.089,86,1.754175E-16,26.555124,36.294777,10.0203905,12.524741,6.534678,11.651608,273.54465,11.99,0.999424,14.358736,1,6.8031764,-7.5555596,1933.75,53.221573,43.99809,-78.94033
101.480,85,-0.03623023,26.54494,14.45282,3.9901855,12.525758,2.6021516,4.639747,108.92728,7.86,0.999424,14.358736,1,4.2060943,-10.152641,1873,36.02082,43.99809,-78.94033
