# StartTime = 10-06-2025 10:17:22.1798 PM
Time (sec), Vehicle speed (km/h), Acceleration (g), Total Fuel Economy (l/100 km), Engine Power (hp), Fuel Rate (l/hr), Total CO2 (kg), CO2 flow (g/s), Instant Fuel Economy (l/100 km), Instant CO2 rate (g/km), Mass air flow rate (g/s), Fuel/Air commanded equivalence ratio, Barometric pressure (psi), Support of intake manifold absolute pressure data, Intake manifold absolute pressure A (psi), Boost (psi), Engine RPM (RPM), Engine Torque (N•m), Latitude (deg), Longitude (deg)
155.667,89,2.376624E-16,26.369068,14.826495,4.0933514,13.181519,2.66943,4.5992675,107.976944,12.52,0.999424,14.358736,1,9.237091,-5.121645,2011.5,53.42606,43.98744,-78.93517
156.042,89,2.376624E-16,26.359838,15.091684,4.1665654,13.182542,2.717176,4.681531,109.90824,16.57,0.999424,14.358736,1,10.773584,-3.5851517,1991.75,71.40959,43.98744,-78.93517
156.457,89,2.376624E-16,26.351088,19.97358,5.5143766,13.183892,3.5961347,6.195924,145.46162,14.29,0.999424,14.358736,1,10.460847,-3.8978891,1993.75,61.52199,43.987247,-78.93509
156.855,89,2.376624E-16,26.342142,17.225254,4.755609,13.185158,3.1013134,5.3433766,125.44638,13.5,0.999424,14.358736,1,9.6314125,-4.7273235,2003.75,57.830784,43.987247,-78.93509
157.258,89,2.376624E-16,26.330664,16.272984,4.4927025,13.186425,2.9298623,5.0479765,118.51128,13.95,0.999424,14.358736,1,9.191767,-5.1669693,2008.75,59.60973,43.987247,-78.93509
157.635,89,2.376624E-16,26.321278,16.815416,4.6424594,13.187557,3.0275242,5.2162423,122.461655,14.9,0.999424,14.358736,1,10.710131,-3.6486056,2009.75,63.637497,43.987247,-78.93509
158.024,89,2.376624E-16,26.312208,17.960552,4.9586124,13.188771,3.2336998,5.5714707,130.80133,17.19,0.999424,14.358736,1,11.702732,-2.6560035,1999.5,73.79439,43.987247,-78.93509
158.417,89,2.376624E-16,26.30378,20.720932,5.720708,13.190239,3.7306912,6.427757,150.90436,17.25,0.999424,14.358736,1,11.834173,-2.524563,2000.75,74.00569,43.986885,-78.93493
158.819,89,2.376624E-16,26.293837,20.793255,5.7406754,13.191744,3.743713,6.4501925,151.43108,17.18,0.999424,14.358736,1,12.296481,-2.0622554,2004.5,73.56749,43.986885,-78.93493
159.221,90,0.03630444,26.285261,20.708878,5.71738,13.193313,3.7285209,6.424018,150.81657,17.34,0.999424,14.358736,1,12.251157,-2.1075797,2011.25,74.00343,43.98652,-78.93477
159.591,90,0.03630444,26.27597,20.901743,5.770627,13.194664,3.763245,6.411803,150.52982,17.85,0.999424,14.358736,1,12.282884,-2.0758526,2015,76.03823,43.98652,-78.93477
159.965,90,2.376624E-16,26.267015,21.516499,5.940351,13.196173,3.8739288,6.600385,154.95715,17.76,0.999424,14.358736,1,11.671005,-2.6877306,2019,75.50496,43.98652,-78.93477
160.346,90,2.376624E-16,26.258379,21.408012,5.9104,13.197626,3.8543966,6.5671062,154.17586,7.3,0.999424,14.358736,1,6.005469,-8.353268,2015.5,31.089153,43.98652,-78.93477
160.730,90,2.376624E-16,26.247906,8.799465,2.4293873,13.198217,1.5842959,2.6993172,63.371834,6.66,0.999424,14.358736,1,4.5007024,-9.858034,1995.5,28.647804,43.98652,-78.93477
161.113,90,2.376624E-16,26.237673,8.028005,2.2164,13.198781,1.4453987,2.4626648,57.81595,6.02,0.999424,14.358736,1,3.4990354,-10.8597,1995.25,25.898108,43.98652,-78.93477
161.481,90,2.376624E-16,26.226746,7.256545,2.0034125,13.199268,1.3065015,2.2260122,52.26006,6.28,0.999424,14.358736,1,4.138108,-10.220628,2004,26.898668,43.986153,-78.93461
161.848,90,2.376624E-16,26.216337,7.5699506,2.0899386,13.199783,1.3629285,2.3221524,54.51714,9.36,0.999424,14.358736,1,5.44798,-8.910756,2012.5,39.92168,43.986153,-78.93461
162.208,89,-0.039417483,26.206732,11.282601,3.1149404,13.200514,2.031371,3.4610424,81.254845,12.37,0.999424,14.358736,1,7.5918193,-6.7669168,2046.25,51.889545,43.985962,-78.93453
162.594,89,-0.039417483,26.19781,14.910873,4.116647,13.20148,2.6846218,4.6254425,108.591446,13.37,0.999424,14.358736,1,10.071058,-4.2876782,2067,55.52132,43.985962,-78.93453
162.966,89,2.376624E-16,26.189165,16.11628,4.4494395,13.202573,2.9016488,4.9993663,117.370056,16.52,0.999424,14.358736,1,11.090855,-3.2678816,2005.25,70.714806,43.985962,-78.93453
163.362,89,2.376624E-16,26.17968,19.91331,5.497737,13.203961,3.5852833,6.1772275,145.02269,16.67,0.999424,14.358736,1,11.290281,-3.0684547,2004.75,71.37469,43.985962,-78.93453
163.751,89,2.376624E-16,26.171228,20.09412,5.5476556,13.2053995,3.6178372,6.2333164,146.33948,17.15,0.999424,14.358736,1,11.603019,-2.755717,2002.75,73.5032,43.985962,-78.93453
164.120,90,0.037707042,26.161892,20.672714,5.707396,13.206824,3.7220101,6.4128,150.55322,17.41,0.999424,14.358736,1,12.042665,-2.3160713,2018.75,74.02614,43.985962,-78.93453
164.494,90,0.037707042,26.153275,20.98612,5.7939224,13.208238,3.7784371,6.437687,151.13748,18.28,0.999424,14.358736,1,12.550297,-1.8084393,2021,77.63879,43.985416,-78.934296
164.877,90,2.376624E-16,26.145294,22.034824,6.083452,13.209727,3.9672503,6.759386,158.69002,18.41,0.999424,14.358736,1,12.545764,-1.8129717,2021.5,78.17158,43.985416,-78.934296
165.267,90,2.376624E-16,26.136032,22.191526,6.126715,13.211285,3.9954638,6.807456,159.81856,18.67,0.999424,14.358736,1,12.364467,-1.9942689,2023.25,79.20701,43.985226,-78.93422
165.638,90,2.376624E-16,26.128044,22.504932,6.213241,13.212748,4.051891,6.9035964,162.07564,18.62,0.999424,14.358736,1,12.092522,-2.2662146,2029,78.77102,43.985226,-78.93422
166.016,90,2.376624E-16,26.119337,22.444662,6.1966014,13.214316,4.0410395,6.885108,161.64159,18.69,0.999424,14.358736,1,12.677205,-1.6815313,2027.75,79.11589,43.985226,-78.93422
166.401,90,2.376624E-16,26.111103,22.529041,6.2198973,13.2158985,4.0562315,6.9109917,162.24925,18.6,0.999424,14.358736,1,12.169573,-2.1891634,2028.75,78.696106,43.985035,-78.934135
166.767,90,2.376624E-16,26.102636,22.420553,6.1899457,13.217351,4.036699,6.8777122,161.46796,18.54,0.999424,14.358736,1,12.264753,-2.0939822,2031.5,78.33607,43.985035,-78.934135
167.150,90,2.376624E-16,26.09429,22.34823,6.169978,13.21887,4.0236773,6.8555264,160.9471,18.65,0.999424,14.358736,1,12.427921,-1.9308149,2036.25,78.61702,43.985035,-78.934135
167.517,91,0.036204223,26.085938,22.480824,6.2065854,13.22038,4.04755,6.8962007,161.90201,19.01,0.999424,14.358736,1,11.371865,-2.986871,2029.5,80.401085,43.984856,-78.93406
167.893,90,-0.0032259412,26.077175,22.91477,6.3263907,13.221991,4.12568,6.9520726,163.21371,6.8,0.999424,14.358736,1,5.837769,-8.5209675,2029.25,28.76353,43.984856,-78.93406
168.252,90,-0.039430164,26.067389,8.196762,2.262991,13.222522,1.4757824,2.5144324,59.031296,6.22,0.999424,14.358736,1,4.4191184,-9.939617,2000.5,26.688286,43.984665,-78.933975
168.612,90,2.376624E-16,26.057507,7.4976263,2.069971,13.223008,1.3499069,2.299966,53.996277,5.82,0.999424,14.358736,1,3.408387,-10.950349,2004.5,24.922165,43.984665,-78.933975
168.981,90,2.376624E-16,26.04748,7.015464,1.936854,13.223467,1.2630961,2.1520584,50.523846,7.29,0.999424,14.358736,1,3.9250839,-10.433652,2003.25,31.236418,43.984665,-78.933975
169.362,90,2.376624E-16,26.0378,8.787411,2.4260595,13.224033,1.5821255,2.6956196,63.285023,8.22,0.999424,14.358736,1,4.953945,-9.404791,2019.25,34.942226,43.984295,-78.933815
169.751,89,-0.04016397,26.026419,9.908439,2.7355566,13.224779,1.7839606,3.0395052,71.35842,8.48,0.999424,14.358736,1,5.574888,-8.783848,2025.25,35.940662,43.984295,-78.933815
170.114,89,-0.04016397,26.017256,10.221844,2.8220828,13.225446,1.8403875,3.1708772,74.44264,9.85,0.999424,14.358736,1,6.5176334,-7.8411026,2031,41.62892,43.984295,-78.933815
170.472,89,2.376624E-16,26.008001,11.87325,3.278009,13.226212,2.1377141,3.6831534,86.46934,13.95,0.999424,14.358736,1,8.969678,-5.3890586,2035.5,58.826355,43.984104,-78.93373
170.833,89,2.376624E-16,25.999548,16.815416,4.6424594,13.2273035,3.0275242,5.2162423,122.461655,19.88,0.999424,14.358736,1,11.394527,-2.9642088,2041.75,83.57621,43.984104,-78.93373
171.193,89,2.376624E-16,25.9919,23.963474,6.6159205,13.228853,4.314493,7.433613,174.51883,16.67,0.999424,14.358736,1,11.720862,-2.637874,2002.5,71.45489,43.98393,-78.93366
171.560,89,2.376624E-16,25.983814,20.09412,5.5476556,13.230155,3.6178372,6.2333164,146.33948,18.22,0.999424,14.358736,1,12.12878,-2.2299552,2011,77.76875,43.98393,-78.93366
171.936,90,0.03831793,25.975765,21.9625,6.0634847,13.2315855,3.9542289,6.8128986,159.94633,18.62,0.999424,14.358736,1,12.106118,-2.2526174,2014,79.3577,43.98393,-78.93366
172.304,90,0.03831793,25.967684,22.444662,6.1966014,13.2331,4.0410395,6.885108,161.64159,18.58,0.999424,14.358736,1,12.301013,-2.0577228,2022.25,78.86417,43.983738,-78.93358
172.700,90,2.376624E-16,25.959095,22.396446,6.18329,13.234673,4.0323586,6.870317,161.29434,19.37,0.999424,14.358736,1,12.776918,-1.5818179,2026,82.0652,43.983738,-78.93358
173.084,90,2.376624E-16,25.951332,23.348717,6.446196,13.236252,4.2038097,7.162435,168.15239,19.25,0.999424,14.358736,1,12.908359,-1.4503773,2033,81.27598,43.983738,-78.93358
173.468,90,2.376624E-16,25.942665,23.204067,6.406261,13.237958,4.1777663,7.1180625,167.11066,19.55,0.999424,14.358736,1,12.237559,-2.121177,2056,81.61923,43.98355,-78.933495
173.849,91,0.037796985,25.934149,23.56569,6.5060987,13.239535,4.2428746,7.2289934,169.71498,20.36,0.999424,14.358736,1,12.523102,-1.8356339,2050.5,85.22889,43.98355,-78.933495
174.216,91,0.037796985,25.926102,24.542068,6.775661,13.241191,4.4186664,7.445776,174.80438,20.4,0.999424,14.358736,1,12.622816,-1.7359204,2044,85.6679,43.983192,-78.93334
174.629,91,2.376624E-16,25.918062,24.590284,6.788973,13.242861,4.427347,7.460404,175.14781,20.48,0.999424,14.358736,1,12.491375,-1.8673608,2040.5,86.151375,43.983192,-78.93334
175.037,91,2.376624E-16,25.910202,24.686718,6.815596,13.244615,4.4447093,7.4896607,175.83466,20.66,0.999424,14.358736,1,12.668139,-1.6905961,2047.5,86.611435,43.983192,-78.93334
175.449,91,2.376624E-16,25.900805,24.90369,6.875499,13.246493,4.483774,7.5554876,177.38008,23.52,0.999424,14.358736,1,14.172907,-0.1858296,2041.5,98.891,43.983,-78.93326
175.843,91,2.376624E-16,25.892326,28.351152,7.8272862,13.248605,5.104471,8.601407,201.93512,34.13,0.999424,14.358736,1,14.73946,0.38072407,2036.5,143.85359,43.983,-78.93326
176.241,91,2.376624E-16,25.886036,41.14051,11.358217,13.251602,7.4071255,12.481548,293.02914,41.91,0.999424,14.358736,1,14.902628,0.5438915,2055,175.05507,43.982822,-78.93318
176.623,92,0.037706256,25.881266,50.51857,13.947346,13.255158,9.095594,15.326742,359.8257,54.72,0.999424,14.358736,1,16.28955,1.9308149,2070.25,226.87787,43.982822,-78.93318
176.997,92,0.037706256,25.878883,65.95982,18.21042,13.259768,11.875708,19.79392,464.70163,69.99,0.999424,14.358736,1,19.87017,5.511434,2081.5,288.62134,43.982822,-78.93318
177.379,93,0.039648157,25.878176,84.36638,23.292168,13.265234,15.189708,25.317554,594.3799,94.64,0.999424,14.358736,1,26.292622,11.933887,2113,384.45374,43.982822,-78.93318
177.747,94,0.07456885,25.881659,114.079636,31.495508,13.272624,20.53942,33.86611,795.0743,97.63,0.999424,14.358736,1,26.147585,11.788849,2130.25,393.3884,43.982822,-78.93318
178.130,95,0.07264086,25.88584,117.6838,32.49056,13.281201,21.18833,34.5644,811.46796,96.41,0.999424,14.358736,1,25.658083,11.299346,2160.25,383.07773,43.982822,-78.93318
178.498,97,0.11608844,25.88944,116.2132,32.084553,13.28907,20.923557,33.77319,792.8927,95.97,0.999424,14.358736,1,25.70794,11.349203,2175.25,378.6999,43.98226,-78.93293
178.857,98,0.11790579,25.89251,115.68282,31.938124,13.296563,20.828064,32.925877,773.00037,95.37,0.999424,14.358736,1,25.191242,10.832506,2216.25,369.3702,43.98226,-78.93293
179.227,99,0.07886255,25.895605,114.95958,31.738447,13.304079,20.69785,32.386147,760.32916,94.59,0.999424,14.358736,1,25.159515,10.800779,2245.75,361.53693,43.982056,-78.93283
179.600,101,0.11169912,25.898123,114.01936,31.478868,13.311393,20.528568,31.796814,746.49335,94.67,0.999424,14.358736,1,19.240162,4.8814263,2324.25,349.6217,43.982056,-78.93283
179.975,101,0.072374076,25.900757,114.1158,31.505493,13.319421,20.545929,31.193535,732.3302,67.6,0.999424,14.358736,1,9.862566,-4.49617,2273.5,255.22345,43.982056,-78.93283
180.362,101,2.376624E-16,25.89905,81.48545,22.496792,13.324987,14.671014,22.274035,522.92725,46.59,0.999424,14.358736,1,5.239488,-9.119247,2277.5,175.59137,43.982056,-78.93283
180.733,101,2.376624E-16,25.893848,56.15987,15.504816,13.328742,10.1112795,15.351292,360.40207,34.15,0.999424,14.358736,1,4.129043,-10.229693,2234,131.21286,43.982056,-78.93283
181.116,100,-0.03779499,25.886948,41.16462,11.364874,13.331522,7.411466,11.252341,264.17108,27.85,0.999424,14.358736,1,3.8027081,-10.556027,2196.25,108.84595,43.982056,-78.93283
181.491,99,-0.07407508,25.87907,33.57056,9.268279,13.333788,6.044197,9.268272,217.5911,23.7,0.999424,14.358736,1,3.5081003,-10.850636,2175,93.53151,43.981655,-78.932655
181.903,97,-0.11171254,25.870317,28.568125,7.887189,13.335795,5.1435356,7.9668517,187.03767,11.69,0.999424,14.358736,1,3.7347217,-10.624014,2136.25,46.97116,43.981655,-78.932655
182.304,96,-0.10810368,25.860413,14.091198,3.8903477,13.336831,2.5370436,4.0106645,94.15832,7.62,0.999424,14.358736,1,3.6712677,-10.687469,2106.75,31.04637,43.981445,-78.93256
182.712,94,-0.10273995,25.848146,9.185195,2.535881,13.337518,1.6537445,2.6415408,62.015415,6.78,0.999424,14.358736,1,3.6395407,-10.719195,2060.25,28.24741,43.981445,-78.93256
183.094,93,-0.106373794,25.836857,8.172653,2.256335,13.338092,1.4714419,2.4003546,56.353092,6.27,0.999424,14.358736,1,5.552226,-8.80651,2179.75,24.690489,43.981445,-78.93256
183.477,91,-0.11166641,25.826054,7.5578966,2.0866108,13.338623,1.3607582,2.2436657,52.67451,15.03,0.999424,14.358736,1,4.337535,-10.021201,2527,51.053154,43.981045,-78.93239
183.859,89,-0.15088637,25.817272,18.117254,5.0018754,13.339845,3.2619133,5.4965625,129.04272,11.08,0.999424,14.358736,1,3.580619,-10.778117,2438.25,39.005905,43.981045,-78.93239
184.235,86,-0.18456784,25.808222,13.3559,3.687344,13.340784,2.4046574,4.14308,97.26704,8.73,0.999424,14.358736,1,3.8299026,-10.528833,2435,30.774012,43.980865,-78.93231
184.609,83,-0.22086358,25.79869,10.523195,2.905281,13.341493,1.8946443,3.3782313,79.31069,25.33,0.999424,14.358736,1,8.15384,-6.2048955,3016,72.089615,43.980865,-78.93231
184.985,80,-0.23130102,25.79243,30.532938,8.429641,13.343558,5.4972897,10.156187,238.43666,16.37,0.999424,14.358736,1,4.763583,-9.595153,2953.75,47.571167,43.980865,-78.93231
185.361,78,-0.191879,25.785765,19.732498,5.447818,13.3448925,3.5527291,6.8097672,159.87282,14.89,0.999424,14.358736,1,4.763583,-9.595153,2972.5,42.99735,43.980686,-78.932236
185.759,78,-0.072398745,25.7782,17.948498,4.9552846,13.346106,3.2315295,6.3529243,149.14752,24.5,0.999424,14.358736,1,6.1822333,-8.176502,3549.5,59.24719,43.980686,-78.932236
186.136,77,-0.033677585,25.772963,29.53245,8.153423,13.34812,5.3171573,10.453099,245.40726,19.66,0.999424,14.358736,1,4.876894,-9.481842,3512.75,48.040234,43.980686,-78.932236
186.554,76,-0.07151467,25.76577,23.698284,6.542706,13.3498335,4.2667475,8.497015,199.4843,17.36,0.999424,14.358736,1,4.9267507,-9.431986,3483.75,42.773186,43.980522,-78.93216
186.945,75,-0.069296926,25.759415,20.92585,5.7772827,13.351317,3.7675858,7.601682,178.46458,16.84,0.999424,14.358736,1,4.817972,-9.540764,3470.75,41.647373,43.980522,-78.93216
187.349,75,-0.031459842,25.75152,20.29904,5.6042304,13.352894,3.6547318,7.4723015,175.42712,16.14,0.999424,14.358736,1,4.781713,-9.5770235,3449,40.167904,43.98037,-78.93209
187.727,75,2.150279E-16,25.744942,19.455256,5.3712754,13.354214,3.502813,7.1616955,168.13503,15.78,0.999424,14.358736,1,4.700129,-9.658607,3423,39.570263,43.98037,-78.93209
188.099,74,-0.03788236,25.738276,19.021309,5.25147,13.355492,3.4246833,7.001955,164.3848,15.35,0.999424,14.358736,1,4.532429,-9.826306,3397,38.7866,43.98037,-78.93209
188.489,73,-0.075621806,25.73174,18.502985,5.1083694,13.356741,3.3313618,6.9031963,162.06625,15.21,0.999424,14.358736,1,4.5007024,-9.858034,3380.5,38.62043,43.980064,-78.93196
188.878,73,-0.037739445,25.725273,18.334227,5.061778,13.357978,3.3009782,6.9339375,162.78796,14.94,0.999424,14.358736,1,4.337535,-10.021201,3343.75,38.35179,43.980064,-78.93196
189.287,72,-0.036235884,25.718155,18.008768,4.9719243,13.359416,3.2423809,6.81085,159.89824,14.6,0.999424,14.358736,1,3.7029948,-10.655742,3361,37.286636,43.979908,-78.93189
189.673,72,-0.036235884,25.7113,17.59893,4.8587747,13.360573,3.1685917,6.748293,158.42958,13.81,0.999424,14.358736,1,3.4446464,-10.91409,3349.25,35.392803,43.979908,-78.93189
190.041,72,2.150279E-16,25.704773,16.646658,4.595868,13.361699,2.9971404,6.383146,149.85703,13.64,0.999424,14.358736,1,3.7573838,-10.601352,3335.75,35.098595,43.979908,-78.93189
190.449,72,2.150279E-16,25.697657,16.44174,4.539294,13.362905,2.9602458,6.3045697,148.0123,15.3,0.999424,14.358736,1,3.884292,-10.474444,3330,39.438107,43.979908,-78.93189
190.828,71,-0.03676057,25.691244,18.442715,5.0917296,13.364144,3.3205104,7.0718412,166.02553,15.25,0.999424,14.358736,1,3.811773,-10.546963,3334.75,39.25323,43.979908,-78.93189
191.220,72,-0.00028135767,25.684935,18.382444,5.07509,13.365443,3.3096592,7.148009,167.8137,13.71,0.999424,14.358736,1,3.4673085,-10.891428,3286.25,35.810112,43.979614,-78.93176
191.622,71,0.0015235683,25.678326,16.526117,4.562589,13.366683,2.9754379,6.3369246,148.7719,13.58,0.999424,14.358736,1,3.7120595,-10.646676,3261,35.74521,43.979614,-78.93176
192.006,70,-0.07215375,25.671206,16.369415,4.519326,13.36779,2.9472244,6.365243,149.43672,12.93,0.999424,14.358736,1,3.6032813,-10.755455,3241,34.244305,43.979614,-78.93176
192.385,70,-0.037198104,25.664701,15.585901,4.3030105,13.368864,2.8061569,6.1471534,144.31664,12.88,0.999424,14.358736,1,3.6168785,-10.741858,3199,34.559742,43.979614,-78.93176
192.786,69,-0.036758784,25.658127,15.525631,4.286371,13.369931,2.7953055,6.1233826,143.75858,12.28,0.999424,14.358736,1,3.494503,-10.864233,3119.5,33.789536,43.979614,-78.93176
193.188,67,-0.10546201,25.651716,14.802387,4.086695,13.371037,2.6650894,5.9227424,139.04814,11.67,0.999424,14.358736,1,3.3947895,-10.963946,3039.75,32.95352,43.979614,-78.93176
193.589,66,-0.10500577,25.644781,14.067089,3.8836918,13.37204,2.5327032,5.7965508,136.08554,11.21,0.999424,14.358736,1,3.3494654,-11.009271,2947.25,32.648067,43.97918,-78.93157
193.980,64,-0.10524568,25.638424,13.512603,3.730607,13.373028,2.4328709,5.652431,132.70204,10.61,0.999424,14.358736,1,3.2860112,-11.072724,2866,31.776646,43.97918,-78.93157
194.354,62,-0.14573064,25.63165,12.789359,3.5309315,13.373889,2.3026547,5.517076,129.52432,10.17,0.999424,14.358736,1,3.1409736,-11.217763,2779.75,31.403934,43.979042,-78.93151
194.735,60,-0.14917605,25.625912,12.258981,3.3845026,13.374715,2.2071629,5.458871,128.15784,9.56,0.999424,14.358736,1,3.1591032,-11.199633,2699.25,30.400703,43.979042,-78.93151
195.147,58,-0.14527622,25.620003,11.523683,3.181499,13.375553,2.0747764,5.3024945,124.48659,8.95,0.999424,14.358736,1,3.082052,-11.276684,2605.5,29.484978,43.979042,-78.93151
195.522,56,-0.14286353,25.61419,10.788384,2.9784954,13.376281,1.9423901,5.135333,120.56215,8.26,0.999424,14.358736,1,3.0140655,-11.34467,2540.5,27.908064,43.979042,-78.93151
195.920,55,-0.10779231,25.608385,9.956655,2.7488685,13.377034,1.7926416,4.90869,115.24125,7.96,0.999424,14.358736,1,2.9823384,-11.376397,2460,27.774536,43.979042,-78.93151
196.302,53,-0.10924914,25.602995,9.595033,2.6490304,13.377657,1.7275336,4.816416,113.07492,7.37,0.999424,14.358736,1,3.1591032,-11.199633,2377.5,26.60822,43.9788,-78.9314
196.695,51,-0.14479315,25.59752,8.883843,2.4526827,13.378304,1.5994878,4.6277,108.64445,7.21,0.999424,14.358736,1,3.0639222,-11.294814,2309.75,26.794098,43.9788,-78.9314
197.067,50,-0.11134258,25.59236,8.690978,2.399436,13.378891,1.5647634,4.704773,110.45389,6.54,0.999424,14.358736,1,3.0548573,-11.303879,2232.75,25.142385,43.9788,-78.9314
197.442,48,-0.11354128,25.58743,7.883356,2.1764648,13.379424,1.4193555,4.3529263,102.193596,8.6,0.999424,14.358736,1,3.3313355,-11.027401,2163,34.127995,43.9788,-78.9314
197.826,47,-0.11313058,25.583027,10.366492,2.8620179,13.380123,1.8664308,5.962533,139.9823,7.41,0.999424,14.358736,1,3.6803327,-10.678404,2088,30.46187,43.9788,-78.9314
198.228,45,-0.11021958,25.578598,8.932059,2.4659946,13.380761,1.6081688,5.246793,123.17889,7.01,0.999424,14.358736,1,3.5171652,-10.841571,2007.5,29.973076,43.978493,-78.93126
198.602,43,-0.14182493,25.574081,8.449897,2.3328774,13.381324,1.521358,5.1841683,121.70865,6.43,0.999424,14.358736,1,3.6304758,-10.72826,1924,28.686314,43.978493,-78.93126
198.989,41,-0.14550447,25.569553,7.7507615,2.1398575,13.381889,1.3954825,4.9764094,116.83109,5.19,0.999424,14.358736,1,3.5307624,-10.827973,1827,24.38359,43.978493,-78.93126
199.364,39,-0.15167898,25.565514,6.2560577,1.7271945,13.382311,1.1263692,4.2126665,98.90071,4.66,0.999424,14.358736,1,4.3465996,-10.012136,1905.5,20.991613,43.978405,-78.93122
199.746,37,-0.15058197,25.561571,5.6171927,1.5508144,13.38269,1.011345,3.9764442,93.35493,8.67,0.999424,14.358736,1,5.2621503,-9.096585,2087.25,35.654427,43.978405,-78.93122
200.121,35,-0.14811085,25.558485,10.450871,2.8853135,13.383395,1.8816226,7.7981386,183.0768,9.74,0.999424,14.358736,1,3.9749405,-10.383796,2181.25,38.32855,43.978405,-78.93122
200.504,33,-0.14842156,25.555733,11.740656,3.2414017,13.384221,2.1138413,9.261141,217.42368,8.46,0.999424,14.358736,1,4.0066676,-10.352069,2021.25,35.926853,43.978325,-78.93119
200.897,30,-0.18881838,25.553165,10.197736,2.8154268,13.384938,1.8360469,8.53159,200.29604,7.13,0.999424,14.358736,1,3.136441,-11.222295,1873.25,32.671017,43.978325,-78.93119
201.276,28,-0.18605894,25.55065,8.594545,2.3728125,13.385494,1.5474013,7.9093695,185.68816,4.82,0.999424,14.358736,1,3.0865843,-11.272152,1705.25,24.262068,43.978256,-78.93116
201.668,25,-0.1774229,25.547998,5.8100576,1.6040612,13.385921,1.0460693,5.728786,134.49463,4.27,0.999424,14.358736,1,3.1998951,-11.158841,1523.5,24.057709,43.978256,-78.93116
202.057,22,-0.21783262,25.545458,5.147084,1.4210252,13.38628,0.9267046,5.6840963,133.44545,4.38,0.999424,14.358736,1,2.955144,-11.403592,1311,28.677433,43.978256,-78.93116
202.447,19,-0.21658807,25.543512,5.279679,1.4576324,13.386636,0.9505775,6.625597,155.54904,4.35,0.999424,14.358736,1,3.0050006,-11.353735,1110.75,33.61567,43.9782,-78.93114
202.843,16,-0.21393518,25.541788,5.2435164,1.4476486,13.3870325,0.9440667,7.6191974,178.8758,2.82,0.999424,14.358736,1,3.1137788,-11.244957,933.75,25.923124,43.9782,-78.93114
203.226,13,-0.21939056,25.540272,3.3992453,0.93847567,13.387261,0.61201566,5.8654685,137.70352,4.98,0.999424,14.358736,1,4.6819997,-9.676737,821.75,52.018578,43.97812,-78.931114
203.639,10,-0.21783371,25.539497,6.0029225,1.6573081,13.3877,1.0807936,12.748514,299.2967,5.78,0.999424,14.358736,1,4.9267507,-9.431986,776.25,63.913864,43.97812,-78.931114
204.014,7,-0.21412,25.539156,6.9672475,1.9235423,13.388169,1.254415,19.235409,451.58942,5.04,0.999424,14.358736,1,5.9057555,-8.452981,766.25,56.458443,43.97812,-78.931114
204.427,5,-0.17771782,25.539135,6.075247,1.6772757,13.38863,1.0938152,23.961063,562.53357,4.96,0.999424,14.358736,1,6.005469,-8.353268,765.25,55.634884,43.97812,-78.931114
204.809,3,-0.14502777,25.539286,5.9788146,1.6506522,13.389033,1.0764531,33.01302,775.0462,4.91,0.999424,14.358736,1,5.7879124,-8.570824,775,54.38118,43.97812,-78.931114
205.205,2,-0.107025504,25.539705,5.9185443,1.6340126,13.389449,1.0656017,54.467045,1278.722,4.93,0.999424,14.358736,1,5.5612907,-8.797445,778.5,54.35721,43.978092,-78.93111
205.604,2,-0.034577567,25.540272,5.942652,1.6406684,13.389883,1.0699422,82.03336,1925.8961,4.88,0.999424,14.358736,1,5.5612907,-8.797445,774.5,54.083805,43.978092,-78.93111
205.985,1,-0.03628489,25.540813,5.882382,1.6240288,13.390294,1.059091,81.20138,1906.3636,4.91,0.999424,14.358736,1,5.529564,-8.829172,774,54.451443,43.978092,-78.93111
206.376,1,-0.03628489,25.541481,5.9185443,1.6340126,13.39071,1.0656017,163.40114,3836.1663,4.85,0.999424,14.358736,1,5.5159664,-8.84277,773.75,53.803425,43.978092,-78.93111
206.758,1,1.9805201E-16,25.542118,5.8462195,1.614045,13.391106,1.0525801,161.40437,3789.2883,9.65,0.999424,14.358736,1,9.77645,-4.582286,1099.25,75.35285,43.978092,-78.93111
207.155,2,0.038368803,25.543598,11.632169,3.2114503,13.391951,2.0943089,321.1448,7539.512,16.92,0.999424,14.358736,1,12.509505,-1.8492311,1649.5,88.04747,43.978092,-78.93111
207.538,3,0.07472673,25.546099,20.395472,5.6308537,13.393384,3.6720939,281.54248,6609.769,27.77,0.999424,14.358736,1,11.970146,-2.3885903,1886,126.387184,43.978085,-78.9311
207.914,5,0.1116434,25.55006,33.47413,9.241655,13.395656,6.026835,308.05496,7232.202,32.61,0.999424,14.358736,1,12.251157,-2.1075797,1917.75,145.95792,43.978085,-78.9311
208.310,7,0.15100716,25.55449,39.308292,10.852373,13.398292,7.0772448,217.04729,5095.616,34.26,0.999424,14.358736,1,13.130447,-1.2282883,1960.25,150.01848,43.97807,-78.9311
208.706,10,0.1754381,25.55955,41.297215,11.401481,13.401381,7.435339,162.87817,3823.8887,34.96,0.999424,14.358736,1,14.340607,-0.018129718,1906,157.44083,43.97807,-78.9311
209.100,12,0.17644753,25.5637,42.141,11.634436,13.404266,7.587258,116.34427,2731.4128,33.85,0.999424,14.358736,1,14.213698,-0.14503774,1942.25,149.59683,43.97807,-78.9311
